cid,sig_id,cell_id,pert_id,drugName,drugClass,drugLabel
LJP005_A375_24H:N20,LJP005_A375_24H:N20,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:N21,LJP005_A375_24H:N21,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:N22,LJP005_A375_24H:N22,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:N23,LJP005_A375_24H:N23,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:N24,LJP005_A375_24H:N24,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_A375_24H:P19,LJP005_A375_24H:P19,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:P20,LJP005_A375_24H:P20,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:P21,LJP005_A375_24H:P21,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:P22,LJP005_A375_24H:P22,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:P23,LJP005_A375_24H:P23,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:P24,LJP005_A375_24H:P24,A375,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_A375_24H:A24,LJP005_A375_24H:A24,A375,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A03,LJP005_MCF7_24H:A03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:A04,LJP005_MCF7_24H:A04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:A05,LJP005_MCF7_24H:A05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:A06,LJP005_MCF7_24H:A06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:A20,LJP005_MCF7_24H:A20,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A21,LJP005_MCF7_24H:A21,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A22,LJP005_MCF7_24H:A22,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A23,LJP005_MCF7_24H:A23,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A24,LJP005_MCF7_24H:A24,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:B03,LJP005_MCF7_24H:B03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:B04,LJP005_MCF7_24H:B04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:B05,LJP005_MCF7_24H:B05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:B06,LJP005_MCF7_24H:B06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:C13,LJP005_MCF7_24H:C13,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C14,LJP005_MCF7_24H:C14,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C15,LJP005_MCF7_24H:C15,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C16,LJP005_MCF7_24H:C16,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C17,LJP005_MCF7_24H:C17,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C18,LJP005_MCF7_24H:C18,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_24H:C19,LJP005_MCF7_24H:C19,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:C20,LJP005_MCF7_24H:C20,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:C21,LJP005_MCF7_24H:C21,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:C22,LJP005_MCF7_24H:C22,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:C23,LJP005_MCF7_24H:C23,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:C24,LJP005_MCF7_24H:C24,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_24H:D01,LJP005_MCF7_24H:D01,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:D02,LJP005_MCF7_24H:D02,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:D03,LJP005_MCF7_24H:D03,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:D04,LJP005_MCF7_24H:D04,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:D05,LJP005_MCF7_24H:D05,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:D06,LJP005_MCF7_24H:D06,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_24H:F07,LJP005_MCF7_24H:F07,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:F08,LJP005_MCF7_24H:F08,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:F10,LJP005_MCF7_24H:F10,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:F11,LJP005_MCF7_24H:F11,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:F12,LJP005_MCF7_24H:F12,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J01,LJP005_MCF7_24H:J01,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J02,LJP005_MCF7_24H:J02,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J03,LJP005_MCF7_24H:J03,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J04,LJP005_MCF7_24H:J04,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J05,LJP005_MCF7_24H:J05,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J06,LJP005_MCF7_24H:J06,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_24H:J13,LJP005_MCF7_24H:J13,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J14,LJP005_MCF7_24H:J14,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J15,LJP005_MCF7_24H:J15,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J16,LJP005_MCF7_24H:J16,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J17,LJP005_MCF7_24H:J17,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:J18,LJP005_MCF7_24H:J18,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:M19,LJP005_MCF7_24H:M19,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:M20,LJP005_MCF7_24H:M20,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:M21,LJP005_MCF7_24H:M21,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:M22,LJP005_MCF7_24H:M22,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:M23,LJP005_MCF7_24H:M23,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:M24,LJP005_MCF7_24H:M24,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:N19,LJP005_MCF7_24H:N19,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:N20,LJP005_MCF7_24H:N20,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:N21,LJP005_MCF7_24H:N21,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:N22,LJP005_MCF7_24H:N22,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:N23,LJP005_MCF7_24H:N23,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:N24,LJP005_MCF7_24H:N24,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:P19,LJP005_MCF7_24H:P19,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_24H:P20,LJP005_MCF7_24H:P20,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_24H:P21,LJP005_MCF7_24H:P21,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_24H:P22,LJP005_MCF7_24H:P22,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_24H:P23,LJP005_MCF7_24H:P23,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_24H:A19,LJP005_MCF7_24H:A19,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_24H:F09,LJP005_MCF7_24H:F09,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_24H:P24,LJP005_MCF7_24H:P24,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A03,LJP005_MCF7_3H:A03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:A04,LJP005_MCF7_3H:A04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:A05,LJP005_MCF7_3H:A05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:A06,LJP005_MCF7_3H:A06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:A19,LJP005_MCF7_3H:A19,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A20,LJP005_MCF7_3H:A20,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A21,LJP005_MCF7_3H:A21,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A22,LJP005_MCF7_3H:A22,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A23,LJP005_MCF7_3H:A23,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:A24,LJP005_MCF7_3H:A24,MCF7,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:B03,LJP005_MCF7_3H:B03,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:B04,LJP005_MCF7_3H:B04,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:B05,LJP005_MCF7_3H:B05,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:C13,LJP005_MCF7_3H:C13,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C14,LJP005_MCF7_3H:C14,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C15,LJP005_MCF7_3H:C15,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C16,LJP005_MCF7_3H:C16,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C17,LJP005_MCF7_3H:C17,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C18,LJP005_MCF7_3H:C18,MCF7,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_MCF7_3H:C19,LJP005_MCF7_3H:C19,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:C20,LJP005_MCF7_3H:C20,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:C21,LJP005_MCF7_3H:C21,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:C22,LJP005_MCF7_3H:C22,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:C23,LJP005_MCF7_3H:C23,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:C24,LJP005_MCF7_3H:C24,MCF7,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_MCF7_3H:D01,LJP005_MCF7_3H:D01,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:D02,LJP005_MCF7_3H:D02,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:D03,LJP005_MCF7_3H:D03,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:D04,LJP005_MCF7_3H:D04,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:D05,LJP005_MCF7_3H:D05,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:D06,LJP005_MCF7_3H:D06,MCF7,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_MCF7_3H:F07,LJP005_MCF7_3H:F07,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:F08,LJP005_MCF7_3H:F08,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:F09,LJP005_MCF7_3H:F09,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:F10,LJP005_MCF7_3H:F10,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:F12,LJP005_MCF7_3H:F12,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J01,LJP005_MCF7_3H:J01,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J02,LJP005_MCF7_3H:J02,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J03,LJP005_MCF7_3H:J03,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J04,LJP005_MCF7_3H:J04,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J05,LJP005_MCF7_3H:J05,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J06,LJP005_MCF7_3H:J06,MCF7,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_MCF7_3H:J13,LJP005_MCF7_3H:J13,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J14,LJP005_MCF7_3H:J14,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J15,LJP005_MCF7_3H:J15,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J16,LJP005_MCF7_3H:J16,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J17,LJP005_MCF7_3H:J17,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:J18,LJP005_MCF7_3H:J18,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:M20,LJP005_MCF7_3H:M20,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:M21,LJP005_MCF7_3H:M21,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:M22,LJP005_MCF7_3H:M22,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:M23,LJP005_MCF7_3H:M23,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:M24,LJP005_MCF7_3H:M24,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:N19,LJP005_MCF7_3H:N19,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:N20,LJP005_MCF7_3H:N20,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:N21,LJP005_MCF7_3H:N21,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:N22,LJP005_MCF7_3H:N22,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:N23,LJP005_MCF7_3H:N23,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:N24,LJP005_MCF7_3H:N24,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:P19,LJP005_MCF7_3H:P19,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:P20,LJP005_MCF7_3H:P20,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:P21,LJP005_MCF7_3H:P21,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:P23,LJP005_MCF7_3H:P23,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:P24,LJP005_MCF7_3H:P24,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_MCF7_3H:B06,LJP005_MCF7_3H:B06,MCF7,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_MCF7_3H:M19,LJP005_MCF7_3H:M19,MCF7,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_MCF7_3H:P22,LJP005_MCF7_3H:P22,MCF7,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:A03,LJP005_PC3_24H:A03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:A04,LJP005_PC3_24H:A04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:A05,LJP005_PC3_24H:A05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:A06,LJP005_PC3_24H:A06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:A19,LJP005_PC3_24H:A19,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:A20,LJP005_PC3_24H:A20,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:A21,LJP005_PC3_24H:A21,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:A22,LJP005_PC3_24H:A22,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:A23,LJP005_PC3_24H:A23,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:A24,LJP005_PC3_24H:A24,PC3,BRD-K78431006,crizotinib,Antineoplastic Agents,1
LJP005_PC3_24H:B03,LJP005_PC3_24H:B03,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:B04,LJP005_PC3_24H:B04,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:B05,LJP005_PC3_24H:B05,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:B06,LJP005_PC3_24H:B06,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:C13,LJP005_PC3_24H:C13,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C14,LJP005_PC3_24H:C14,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C15,LJP005_PC3_24H:C15,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C16,LJP005_PC3_24H:C16,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C17,LJP005_PC3_24H:C17,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C18,LJP005_PC3_24H:C18,PC3,BRD-K56343971,vemurafenib,Antineoplastic Agents,1
LJP005_PC3_24H:C19,LJP005_PC3_24H:C19,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:C20,LJP005_PC3_24H:C20,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:C21,LJP005_PC3_24H:C21,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:C22,LJP005_PC3_24H:C22,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:C23,LJP005_PC3_24H:C23,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:C24,LJP005_PC3_24H:C24,PC3,BRD-K21680192,mitoxantrone,Antineoplastic Agents,1
LJP005_PC3_24H:D01,LJP005_PC3_24H:D01,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:D02,LJP005_PC3_24H:D02,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:D03,LJP005_PC3_24H:D03,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:D04,LJP005_PC3_24H:D04,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:D05,LJP005_PC3_24H:D05,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:D06,LJP005_PC3_24H:D06,PC3,BRD-K49328571,dasatinib,Antineoplastic Agents,1
LJP005_PC3_24H:F07,LJP005_PC3_24H:F07,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:F08,LJP005_PC3_24H:F08,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:F09,LJP005_PC3_24H:F09,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:F10,LJP005_PC3_24H:F10,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:F11,LJP005_PC3_24H:F11,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:F12,LJP005_PC3_24H:F12,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J01,LJP005_PC3_24H:J01,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J02,LJP005_PC3_24H:J02,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J03,LJP005_PC3_24H:J03,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J04,LJP005_PC3_24H:J04,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J05,LJP005_PC3_24H:J05,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J06,LJP005_PC3_24H:J06,PC3,BRD-K07691486,roscovitine,Anti-Infective Agents,2
LJP005_PC3_24H:J13,LJP005_PC3_24H:J13,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J14,LJP005_PC3_24H:J14,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J15,LJP005_PC3_24H:J15,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J16,LJP005_PC3_24H:J16,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J17,LJP005_PC3_24H:J17,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:J18,LJP005_PC3_24H:J18,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:M19,LJP005_PC3_24H:M19,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:M20,LJP005_PC3_24H:M20,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:M21,LJP005_PC3_24H:M21,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:M22,LJP005_PC3_24H:M22,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:M23,LJP005_PC3_24H:M23,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:M24,LJP005_PC3_24H:M24,PC3,BRD-K70401845,erlotinib,Antineoplastic Agents,1
LJP005_PC3_24H:N19,LJP005_PC3_24H:N19,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:N20,LJP005_PC3_24H:N20,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:N21,LJP005_PC3_24H:N21,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:N22,LJP005_PC3_24H:N22,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:N23,LJP005_PC3_24H:N23,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:N24,LJP005_PC3_24H:N24,PC3,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP005_PC3_24H:P19,LJP005_PC3_24H:P19,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:P20,LJP005_PC3_24H:P20,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:P21,LJP005_PC3_24H:P21,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:P22,LJP005_PC3_24H:P22,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:P23,LJP005_PC3_24H:P23,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP005_PC3_24H:P24,LJP005_PC3_24H:P24,PC3,BRD-K12343256,trametinib,Antineoplastic Agents,1
LJP006_A375_24H:A03,LJP006_A375_24H:A03,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP006_A375_24H:A04,LJP006_A375_24H:A04,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP006_A375_24H:A05,LJP006_A375_24H:A05,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP006_A375_24H:A06,LJP006_A375_24H:A06,A375,DMSO,DMSO,Anti-Inflammatory Agents,0
LJP006_A375_24H:A13,LJP006_A375_24H:A13,A375,BRD-K87909389,alvocidib,Antineoplastic Agents,1
LJP006_A375_24H:A14,LJP006_A375_24H:A14,A375,BRD-K87909389,alvocidib,Antineoplastic Agents,1
